G301_G299_A	 STF
G298	 STR
G551_G538_A	 STR
G355_G356_B	 STR
G348_G349_B	 STF
G536	 STR
G569	 STR
G645_G633_B	 STR
G617	 STR
G172_G173_A	 STF
G512	 STR
G179	 STR
G552_G543_A	 STR
G288	 STF
G80_G579_A	 STR
G596_G97_B	 STF
G641	 STF
G524_G604_B	 STF
G582	 STF
G561_G582_A	 STF
G432_G229_A	 STF
G46_G285_A	 STR
G505	 STR
G510	 STR
G596_G99_B	 STF
G452	 STF
G102_G287_B	 STR
G72_G487_B	 STF
G648	 STR
G105_G285_B	 STF
G75_G579_B	 STR
========================================================================


G298	 STR
G596_G97_B	 STF
G79_G561_A	 STR
G229	 STR
G610_G567_B	 STR
G481_G478_A	 STF
G73_G501_A	 STR
G62_G349_A	 STR
G584	 STR
G77_G99_A	 STR
G502	 STR
G179	 STR
G512	 STR
G73_G520_A	 STR
G79_G578_A	 STR
G614	 STR
G569	 STR
G449	 STF
G45_G284_A	 STR
G81_G561_C	 STF
G476_G627_A	 STF
G644	 STR
G492	 STR
G525	 STR
G589	 STF
G631	 STF
G524_G604_B	 STR
G105_G285_B	 STF
G511_G512_B	 STR
G647	 STR
G500_G492_B	 STR
G503	 STF
G542	 STR
G74_G583_B	 STR
G73	 STR
G490	 STR
G203_G225_B	 STF
G491	 STF
G301_G334_A	 STR
G44_G288_A	 STR
G22	 STF
G76_G585_B	 STR
G75_G579_B	 STR
G619	 STR
G81_G585_A	 STR
G508	 STR
G520	 STR
G645_G642_B	 STF
G634	 STF
G349	 STF
G552_G543_A	 STR
G72_G487_B	 STF
G268_G279_A	 STR
G334	 STR
G73_G487_C	 STF
G78_G582_B	 STR
G75_G584_B	 STF
G476_G655_B	 STF
G77_G581_B	 STR
G136_G226_A	 STF
G104_G294_B	 STR
G80_G579_A	 STR
G44_G293_A	 STR
G246	 STF
G64_G444_B	 STR
G541	 STR
G524_G456_B	 STF
G49_G300_B	 STF
G588	 STR
G77_G586_B	 STF
G101_G291_B	 STR
G76_G580_B	 STR
G583	 STF
G632	 STF
G102_G292_B	 STR
G553_G549_A	 STR
G432_G229_A	 STR
G648	 STR
G645_G639_B	 STR
G348_G349_B	 STF
G511_G505_B	 STR
G567	 STR
G85_G602_A	 STR
G451	 STF
G80_G561_B	 STR
G629	 STF
G505	 STF
G579	 STF
G72	 STR
G452	 STF
G102_G287_B	 STR
========================================================================


G79_G561_A	 STR
G511_G508_B	 STR
G553_G549_A	 STR
G347	 STF
G513	 STR
G524_G593_B	 STR
G449	 STR
G74_G583_B	 STF
G617	 STR
G104_G294_B	 STR
G77_G581_B	 STF
G644	 STR
G645_G630_B	 STR
G596_G99_B	 STF
G351	 STR
G77_G586_B	 STR
G552_G543_A	 STR
G588	 STR
G508	 STF
G334	 STR
G79_G578_A	 STR
G44_G288_A	 STR
G82_G581_A	 STF
G72_G519_A	 STR
G629	 STR
G500_G492_B	 STR
G325	 STR
G492	 STR
G596_G100_B	 STR
G579	 STF
G589	 STF
G46_G285_A	 STR
G456_G646_A	 STR
G476_G627_A	 STF
G511_G505_B	 STF
G567	 STR
G77_G99_A	 STR
G268_G279_A	 STR
G596_G97_B	 STF
G349	 STR
G45_G284_A	 STR
G172_G173_A	 STF
G632	 STR
G451	 STF
G610_G567_B	 STR
G495	 STR
G511_G512_B	 STR
G80_G584_A	 STR
G348_G349_B	 STR
G73_G520_A	 STR
G80_G561_B	 STR
G74_G529_B	 STR
G619	 STR
G72_G487_B	 STF
G641	 STF
G78_G582_B	 STR
G73_G487_C	 STF
G76_G580_B	 STF
G494	 STR
G645_G621_B	 STR
G645_G642_B	 STR
G524_G604_B	 STR
G647	 STR
G75_G584_B	 STF
G229_G344_A	 STR
G581	 STF
G102_G292_B	 STF
G491	 STR
G288	 STF
G432_G229_A	 STF
G645_G639_B	 STR
G62_G349_A	 STR
G80_G579_A	 STR
G59_G350_A	 STR
G90_G654_A	 STF
G646	 STR
G645_G636_B	 STR
G582	 STF
G72_G496_A	 STR
G505	 STR
G72	 STR
G81_G561_C	 STF
G49_G300_B	 STR
G561_G582_A	 STR
G70_G474_B	 STR
G614	 STF
G490	 STR
========================================================================


G90_G654_A	 STR
G75_G584_B	 STF
G72_G519_A	 STR
G72_G487_B	 STF
G354	 STR
G631	 STF
G645_G642_B	 STR
G584	 STR
G76_G98_A	 STR
G105_G295_B	 STF
G351	 STR
G596_G99_B	 STF
G324_G325_B	 STR
G524_G604_B	 STR
G75_G579_B	 STR
G74_G550_B	 STR
G76_G585_B	 STF
G84_G603_B	 STR
G543	 STF
G597_G599_B	 STF
G44_G293_A	 STF
G72_G496_A	 STR
G22	 STF
G525	 STR
G596_G96_B	 STF
G49_G300_B	 STF
G59_G350_A	 STR
G179	 STR
G588	 STR
G432_G229_A	 STR
G82_G581_A	 STF
G451	 STF
G414_G345_A	 STF
G614	 STF
G524_G593_B	 STR
G490	 STR
G449	 STF
G81_G561_C	 STF
G645_G633_B	 STR
G69_G520_B	 STR
G349	 STR
G492	 STR
G229	 STR
G645_G639_B	 STR
G74_G529_B	 STR
G619	 STR
G80_G579_A	 STF
G80_G584_A	 STR
G364	 STF
G553_G549_A	 STR
G77_G581_B	 STF
G511_G508_B	 STR
G535	 STF
G80_G561_B	 STR
G511_G512_B	 STR
G561_G582_A	 STR
G301_G334_A	 STR
G102_G287_B	 STR
G72	 STR
G589	 STF
G70_G474_B	 STR
G646	 STR
G632	 STF
G581	 STR
G62_G349_A	 STF
G634	 STF
G495	 STR
G47_G300_D	 STF
G74_G583_B	 STR
G347	 STF
G583	 STF
G76_G580_B	 STF
G569	 STR
G491	 STR
G102_G292_B	 STR
G582	 STF
G508	 STR
G46_G285_A	 STR
G73_G520_A	 STR
G73	 STR
G456_G646_A	 STF
G648	 STR
G645_G624_B	 STR
G541	 STR
G64_G444_B	 STR
G645_G646_B	 STR
G81_G585_A	 STR
G79_G561_A	 STF
G645_G630_B	 STR
G596_G97_B	 STF
G505	 STR
========================================================================


G495	 STR
G59_G350_A	 STR
G644	 STR
G553_G549_A	 STR
G648	 STR
G524_G456_B	 STF
G490	 STR
G645_G621_B	 STR
G348_G349_B	 STF
G22	 STF
G588	 STR
G645_G630_B	 STR
G349	 STF
G354	 STR
G432_G229_A	 STF
G505	 STR
G79_G578_A	 STF
G47_G300_D	 STF
G491	 STR
G452	 STF
G596_G100_B	 STR
G76_G98_A	 STR
G76_G580_B	 STF
G364	 STF
G62_G349_A	 STR
G84_G603_B	 STR
G610_G567_B	 STR
G503	 STF
G80_G561_B	 STR
G542	 STR
G82_G581_A	 STF
G582	 STF
G525	 STR
G81_G585_A	 STR
G72_G487_B	 STF
G351	 STF
G203_G225_B	 STF
G85_G602_A	 STR
G72_G519_A	 STR
G334	 STR
G77_G581_B	 STR
G90_G654_A	 STF
G172_G173_A	 STF
G75_G584_B	 STF
G646	 STR
G541	 STR
G105_G295_B	 STF
G645_G633_B	 STR
G246	 STF
G80_G584_A	 STR
G524_G593_B	 STR
G583	 STR
G508	 STF
G481_G478_A	 STF
G492	 STR
G645_G627_B	 STR
G524_G604_B	 STR
G512	 STR
G456_G646_A	 STR
G631	 STR
G102_G292_B	 STR
G79_G583_A	 STF
G561_G582_A	 STR
G103_G288_B	 STR
G634	 STF
G179	 STR
G621	 STR
G301_G334_A	 STR
G73_G501_A	 STR
G511_G505_B	 STR
G614	 STF
G451	 STF
G414_G345_A	 STF
G347	 STF
G645_G642_B	 STF
G511_G508_B	 STR
G80_G579_A	 STR
G645_G624_B	 STR
G597_G599_B	 STF
G449	 STR
G581	 STF
G549	 STR
G77_G99_A	 STR
G569	 STR
G49_G300_B	 STR
G476_G655_B	 STF
G45_G284_A	 STR
G645_G639_B	 STR
========================================================================


G72_G487_B	 STF
G645_G621_B	 STR
G72_G496_A	 STR
G610_G567_B	 STR
G76_G585_B	 STR
G543	 STF
G645_G646_B	 STR
G351	 STF
G508	 STR
G511_G512_B	 STR
G505	 STR
G44_G293_A	 STF
G632	 STR
G334	 STR
G64	 STR
G510	 STR
G476_G627_A	 STF
G490	 STR
G59_G350_A	 STR
G584	 STR
G500_G492_B	 STR
G525	 STR
G203_G225_B	 STF
G354	 STR
G646	 STR
G629	 STF
G85_G602_A	 STR
G583	 STF
G75_G584_B	 STR
G49_G300_B	 STF
G645_G642_B	 STF
G567	 STR
G647	 STR
G80_G561_B	 STR
G451	 STF
G79_G583_A	 STF
G82_G581_A	 STF
G75_G579_B	 STR
G73_G520_A	 STR
G229_G344_A	 STR
G74_G550_B	 STR
G47_G300_D	 STF
G502	 STR
G553_G549_A	 STR
G77_G586_B	 STF
G79_G578_A	 STF
G634	 STF
G76_G580_B	 STF
G179	 STR
G105_G285_B	 STF
G73_G487_C	 STF
G77_G99_A	 STR
G481_G478_A	 STF
G511_G508_B	 STR
G597_G599_B	 STF
G90_G654_A	 STF
G229	 STR
G74_G583_B	 STR
G513	 STR
G497	 STR
G645_G624_B	 STR
G524_G604_B	 STR
G648	 STR
G549	 STR
G301_G334_A	 STR
G48_G300_C	 STF
G74_G529_B	 STR
G69_G520_B	 STR
G581	 STF
G81_G585_A	 STR
G645_G639_B	 STR
G172_G173_A	 STF
G631	 STF
G72	 STR
G621	 STR
G84_G603_B	 STR
G511_G505_B	 STR
G79_G561_A	 STF
G643	 STF
G456_G646_A	 STR
G588	 STR
G364	 STF
G104_G294_B	 STF
G512	 STR
G552_G543_A	 STR
G103_G288_B	 STR
G62_G349_A	 STF
G585	 STR
G493	 STR
G77_G581_B	 STF
========================================================================


G74_G529_B	 STR
G524_G593_B	 STR
G502	 STR
G80_G579_A	 STR
G584	 STR
G481_G478_A	 STF
G579	 STF
G456_G646_A	 STF
G78_G582_B	 STR
G494	 STR
G582	 STF
G561_G582_A	 STR
G90_G654_A	 STF
G610_G567_B	 STR
G351	 STF
G74_G583_B	 STR
G80_G584_A	 STR
G583	 STR
G631	 STR
G64	 STR
G105_G285_B	 STF
G646	 STR
G632	 STR
G81_G561_C	 STF
G102_G287_B	 STR
G203_G225_B	 STF
G645_G642_B	 STR
G493	 STR
G347	 STF
G621	 STR
G553_G549_A	 STR
G73_G520_A	 STR
G246	 STF
G567	 STR
G85_G602_A	 STR
G520	 STR
G102_G292_B	 STR
G596_G100_B	 STF
G49_G300_B	 STF
G505	 STF
G334	 STR
G645_G633_B	 STR
G648	 STR
G77_G586_B	 STR
G451	 STF
G581	 STR
G104_G294_B	 STF
G77_G581_B	 STF
G44_G293_A	 STF
G597_G599_B	 STF
G644	 STR
G101_G291_B	 STR
G301_G334_A	 STR
G645_G624_B	 STR
G172_G173_A	 STF
G645_G621_B	 STR
G641	 STF
G491	 STF
G348_G349_B	 STF
G229_G344_A	 STR
G629	 STF
G229	 STR
G511_G505_B	 STR
G500_G492_B	 STR
G634	 STR
G75_G584_B	 STR
G645_G627_B	 STR
G512	 STR
G76_G585_B	 STR
G76_G580_B	 STR
G354	 STR
G84_G603_B	 STR
G508	 STR
G72	 STR
G497	 STR
G449	 STR
G364	 STF
G645_G636_B	 STR
G614	 STF
G74_G550_B	 STR
G452	 STF
G510	 STR
G59_G350_A	 STR
G645_G639_B	 STR
G492	 STR
G513	 STR
G645_G646_B	 STR
G511_G512_B	 STR
G72_G519_A	 STR
G64_G444_B	 STR
========================================================================


G648	 STR
G643	 STF
G452	 STF
G81_G561_C	 STF
G579	 STF
G90_G654_A	 STF
G614	 STR
G49_G300_B	 STF
G634	 STR
G631	 STR
G77_G99_A	 STR
G104_G294_B	 STR
G645_G642_B	 STF
G505	 STR
G584	 STR
G364	 STF
G629	 STR
G513	 STR
G45_G284_A	 STR
G567	 STR
G334	 STR
G647	 STR
G581	 STR
G493	 STR
G552_G543_A	 STR
G80_G584_A	 STR
G79_G561_A	 STF
G497	 STR
G102_G287_B	 STR
G645_G633_B	 STR
G74_G583_B	 STF
G582	 STF
G73_G520_A	 STR
G76_G585_B	 STR
G64_G444_B	 STR
G645_G624_B	 STR
G596_G100_B	 STR
G542	 STR
G77_G586_B	 STF
G72_G496_A	 STR
G583	 STR
G511_G505_B	 STF
G102_G292_B	 STR
G347	 STF
G541	 STR
G432_G229_A	 STR
G80_G579_A	 STR
G520	 STR
G72	 STR
G85_G602_A	 STF
G46_G285_A	 STR
G301_G334_A	 STR
G490	 STR
G503	 STF
G48_G300_C	 STF
G62_G349_A	 STF
G101_G291_B	 STR
G229_G344_A	 STR
G78_G582_B	 STR
G44_G293_A	 STR
G80_G561_B	 STF
G646	 STR
G644	 STR
G76_G98_A	 STR
G494	 STR
G553_G549_A	 STR
G79_G578_A	 STF
G645_G627_B	 STR
G449	 STR
G351	 STF
G491	 STF
G508	 STF
G632	 STF
G79_G583_A	 STF
G456_G646_A	 STR
G172_G173_A	 STF
G641	 STF
G549	 STR
G81_G585_A	 STR
G511_G508_B	 STF
G569	 STR
G414_G345_A	 STF
G75_G584_B	 STR
G502	 STR
G524_G604_B	 STF
G561_G582_A	 STR
G585	 STR
========================================================================


G229	 STR
G48_G300_C	 STF
G45_G284_A	 STR
G553_G549_A	 STR
G69_G520_B	 STR
G510	 STR
G490	 STR
G508	 STR
G520	 STR
G76_G580_B	 STR
G104_G294_B	 STF
G172_G173_A	 STF
G494	 STR
G512	 STR
G561_G582_A	 STR
G581	 STR
G505	 STF
G631	 STR
G524_G456_B	 STF
G62_G349_A	 STR
G567	 STR
G610_G567_B	 STR
G513	 STR
G524_G593_B	 STR
G641	 STF
G645_G624_B	 STR
G102_G287_B	 STR
G629	 STR
G491	 STF
G85_G602_A	 STF
G64	 STR
G81_G585_A	 STR
G103_G288_B	 STR
G44_G293_A	 STF
G80_G561_B	 STR
G84_G603_B	 STR
G585	 STR
G502	 STR
G59_G350_A	 STR
G414_G345_A	 STF
G500_G492_B	 STR
G643	 STF
G47_G300_D	 STF
G334	 STR
G179	 STR
G451	 STF
G645_G633_B	 STR
G72_G496_A	 STR
G452	 STF
G76_G585_B	 STR
G203_G225_B	 STF
G432_G229_A	 STR
G634	 STR
G301_G334_A	 STR
G102_G292_B	 STF
G449	 STR
G76_G98_A	 STR
G541	 STR
G75_G584_B	 STF
G46_G285_A	 STR
G348_G349_B	 STF
G481_G478_A	 STF
G246	 STF
G569	 STR
G549	 STR
G646	 STR
G614	 STR
G101_G291_B	 STR
G511_G512_B	 STR
G347	 STF
G70_G474_B	 STR
G72_G519_A	 STR
G82_G581_A	 STF
G80_G584_A	 STR
G583	 STR
G511_G508_B	 STR
G74_G583_B	 STF
G456_G646_A	 STR
G632	 STF
G579	 STF
G79_G578_A	 STF
G80_G579_A	 STR
G582	 STF
G79_G583_A	 STR
G77_G581_B	 STF
G77_G99_A	 STR
G524_G604_B	 STF
========================================================================


G22	 STF
G101_G291_B	 STR
G579	 STF
G76_G580_B	 STR
G491	 STF
G75_G584_B	 STR
G585	 STR
G49_G300_B	 STF
G645_G633_B	 STR
G48_G300_C	 STF
G596_G100_B	 STF
G449	 STR
G561_G582_A	 STR
G172_G173_A	 STF
G46_G285_A	 STR
G481_G478_A	 STF
G493	 STR
G64	 STR
G542	 STR
G629	 STR
G77_G99_A	 STR
G512	 STR
G62_G349_A	 STR
G524_G593_B	 STR
G584	 STR
G103_G288_B	 STR
G76_G98_A	 STR
G500_G492_B	 STR
G77_G581_B	 STF
G614	 STR
G494	 STR
G76_G585_B	 STF
G301_G334_A	 STR
G567	 STR
G80_G579_A	 STF
G70_G474_B	 STR
G347	 STF
G631	 STR
G85_G602_A	 STF
G81_G585_A	 STR
G524_G456_B	 STF
G549	 STR
G524_G604_B	 STF
G511_G512_B	 STR
G69_G520_B	 STR
G79_G578_A	 STF
G72_G519_A	 STR
G451	 STF
G490	 STR
G80_G561_B	 STR
G84_G603_B	 STR
G583	 STR
G456_G646_A	 STR
G81_G561_C	 STF
G73_G520_A	 STR
G610_G567_B	 STR
G641	 STF
G364	 STF
G511_G508_B	 STF
G64_G444_B	 STR
G452	 STF
G552_G543_A	 STR
G520	 STR
G102_G292_B	 STF
G79_G583_A	 STF
G503	 STF
G354	 STR
G348_G349_B	 STF
G104_G294_B	 STF
G513	 STR
G634	 STF
G78_G582_B	 STR
G47_G300_D	 STF
G74_G583_B	 STF
G82_G581_A	 STF
G44_G293_A	 STF
G492	 STR
G203_G225_B	 STF
G497	 STR
G581	 STF
G349	 STF
G90_G654_A	 STF
G510	 STR
G511_G505_B	 STF
G72_G496_A	 STR
G645_G646_B	 STR
G505	 STF
G502	 STR
G646	 STR
========================================================================


G582	 STF
G72_G496_A	 STR
G82_G581_A	 STF
G645_G646_B	 STR
G512	 STR
G49_G300_B	 STF
G511_G512_B	 STR
G80_G579_A	 STF
G513	 STR
G76_G98_A	 STR
G46_G285_A	 STR
G500_G492_B	 STR
G62_G349_A	 STF
G81_G585_A	 STR
G641	 STF
G76_G580_B	 STR
G510	 STR
G59_G350_A	 STR
G553_G549_A	 STR
G354	 STR
G481_G478_A	 STF
G79_G583_A	 STR
G76_G585_B	 STR
G541	 STR
G101_G291_B	 STR
G75_G579_B	 STR
G347	 STF
G78_G582_B	 STR
G203_G225_B	 STF
G490	 STR
G542	 STR
G645_G627_B	 STR
G364	 STF
G75_G584_B	 STF
G85_G602_A	 STF
G449	 STR
G64_G444_B	 STR
G81_G561_C	 STF
G452	 STF
G634	 STR
G172_G173_A	 STF
G645_G633_B	 STR
G569	 STR
G502	 STR
G632	 STR
G104_G294_B	 STF
G543	 STF
G246	 STF
G631	 STF
G334	 STR
G414_G345_A	 STF
G585	 STR
G524_G593_B	 STR
G44_G293_A	 STR
G561_G582_A	 STF
G70_G474_B	 STR
G614	 STF
G80_G561_B	 STF
G77_G581_B	 STR
G48_G300_C	 STF
G79_G561_A	 STF
G581	 STR
G494	 STR
G79_G578_A	 STF
G84_G603_B	 STR
G505	 STF
G497	 STR
G80_G584_A	 STR
G72	 STR
G584	 STR
G77_G586_B	 STR
G629	 STR
G456_G646_A	 STR
G349	 STF
G102_G292_B	 STF
G583	 STF
G596_G100_B	 STF
G511_G505_B	 STF
G549	 STR
G511_G508_B	 STR
G491	 STF
G451	 STF
G567	 STR
G508	 STR
G579	 STF
========================================================================


G500_G492_B	 STR
G347	 STF
G481_G478_A	 STF
G82_G581_A	 STF
G508	 STR
G85_G602_A	 STR
G567	 STR
G645_G633_B	 STR
G49_G300_B	 STF
G451	 STF
G84_G603_B	 STR
G569	 STR
G502	 STR
G349	 STF
G72_G519_A	 STR
G645_G627_B	 STR
G585	 STR
G414_G345_A	 STF
G543	 STF
G72_G496_A	 STR
G179	 STR
G75_G579_B	 STR
G511_G512_B	 STR
G172_G173_A	 STF
G549	 STR
G490	 STR
G542	 STR
G76_G585_B	 STR
G561_G582_A	 STF
G596_G100_B	 STF
G75_G584_B	 STF
G512	 STR
G77_G99_A	 STR
G354	 STR
G74_G583_B	 STR
G492	 STR
G643	 STF
G631	 STF
G246	 STF
G629	 STF
G581	 STF
G510	 STR
G614	 STR
G452	 STF
G493	 STR
G80_G584_A	 STR
G76_G98_A	 STR
G511_G505_B	 STF
G494	 STR
G102_G287_B	 STR
G77_G581_B	 STF
G59_G350_A	 STR
G44_G293_A	 STR
G610_G567_B	 STR
G491	 STF
G646	 STR
G203_G225_B	 STF
G524_G593_B	 STR
G348_G349_B	 STF
G351	 STF
G513	 STR
G90_G654_A	 STF
G645_G646_B	 STR
G46_G285_A	 STR
G505	 STF
G552_G543_A	 STR
G364	 STF
G80_G579_A	 STF
G48_G300_C	 STF
G76_G580_B	 STR
G77_G586_B	 STF
G78_G582_B	 STR
G62_G349_A	 STR
G511_G508_B	 STR
G103_G288_B	 STR
G634	 STF
G72	 STR
G632	 STF
G81_G585_A	 STR
G579	 STF
G101_G291_B	 STR
G524_G456_B	 STF
G583	 STR
G449	 STF
G80_G561_B	 STR
G456_G646_A	 STF
G524_G604_B	 STF
========================================================================


G77_G99_A	 STR
G301_G334_A	 STR
G524_G456_B	 STF
G511_G508_B	 STF
G172_G173_A	 STF
G75_G579_B	 STR
G47_G300_D	 STF
G643	 STF
G646	 STR
G634	 STR
G645_G633_B	 STR
G552_G543_A	 STR
G553_G549_A	 STR
G74_G583_B	 STR
G354	 STR
G78_G582_B	 STR
G72	 STR
G103_G288_B	 STR
G72_G496_A	 STR
G645_G646_B	 STR
G49_G300_B	 STF
G82_G581_A	 STF
G456_G646_A	 STF
G511_G505_B	 STR
G508	 STR
G511_G512_B	 STR
G641	 STF
G364	 STF
G347	 STF
G72_G519_A	 STR
G579	 STF
G90_G654_A	 STF
G581	 STR
G70_G474_B	 STR
G84_G603_B	 STR
G505	 STR
G79_G578_A	 STF
G81_G585_A	 STR
G75_G584_B	 STF
G102_G287_B	 STR
G645_G627_B	 STR
G62_G349_A	 STF
G44_G293_A	 STR
G59_G350_A	 STR
G349	 STF
G77_G581_B	 STF
G46_G285_A	 STR
G80_G579_A	 STR
G351	 STF
G542	 STR
G629	 STR
G48_G300_C	 STF
G414_G345_A	 STF
G493	 STR
G76_G585_B	 STF
G334	 STR
G481_G478_A	 STF
G541	 STR
G502	 STR
G524_G593_B	 STR
G101_G291_B	 STR
G105_G295_B	 STF
G80_G584_A	 STR
G583	 STR
G76_G580_B	 STR
G584	 STR
G80_G561_B	 STR
G76_G98_A	 STR
G543	 STF
G85_G602_A	 STR
G596_G100_B	 STF
G614	 STR
G512	 STR
G503	 STF
G104_G294_B	 STF
G632	 STR
G491	 STF
G77_G586_B	 STR
G179	 STR
G631	 STF
G585	 STR
G645_G624_B	 STR
G561_G582_A	 STF
G449	 STF
========================================================================


G596_G100_B	 STF
G643	 STF
G203_G225_B	 STF
G497	 STR
G90_G654_A	 STF
G645_G646_B	 STR
G78_G582_B	 STR
G511_G512_B	 STR
G46_G285_A	 STR
G351	 STF
G334	 STR
G103_G288_B	 STR
G552_G543_A	 STR
G646	 STR
G72	 STR
G511_G505_B	 STF
G632	 STR
G645_G624_B	 STR
G641	 STF
G634	 STR
G59_G350_A	 STR
G47_G300_D	 STF
G541	 STR
G502	 STR
G579	 STF
G79_G583_A	 STR
G73_G520_A	 STR
G80_G584_A	 STR
G179	 STR
G645_G627_B	 STR
G72_G496_A	 STR
G76_G580_B	 STR
G70_G474_B	 STR
G629	 STR
G631	 STR
G72_G519_A	 STR
G354	 STR
G48_G300_C	 STF
G172_G173_A	 STF
G542	 STR
G76_G98_A	 STR
G503	 STF
G493	 STR
G505	 STF
G75_G584_B	 STF
G585	 STR
G449	 STF
G414_G345_A	 STF
G348_G349_B	 STF
G524_G593_B	 STR
G80_G561_B	 STR
G364	 STF
G561_G582_A	 STF
G85_G602_A	 STR
G553_G549_A	 STR
G456_G646_A	 STR
G508	 STF
G62_G349_A	 STF
G44_G293_A	 STR
G84_G603_B	 STR
G511_G508_B	 STR
G614	 STF
G49_G300_B	 STF
G104_G294_B	 STF
G105_G295_B	 STF
G82_G581_A	 STF
G524_G456_B	 STF
G77_G581_B	 STR
G524_G604_B	 STF
G76_G585_B	 STF
G74_G583_B	 STF
G79_G578_A	 STF
G583	 STR
G491	 STF
G347	 STF
G301_G334_A	 STR
G581	 STF
G645_G633_B	 STR
G75_G579_B	 STR
G549	 STR
G481_G478_A	 STF
G102_G287_B	 STR
G543	 STF
G584	 STR
G77_G586_B	 STR
========================================================================


G79_G583_A	 STR
G449	 STF
G351	 STF
G541	 STR
G74_G583_B	 STF
G354	 STR
G203_G225_B	 STF
G542	 STR
G524_G604_B	 STF
G629	 STF
G493	 STR
G70_G474_B	 STR
G645_G627_B	 STR
G645_G633_B	 STR
G552_G543_A	 STR
G491	 STF
G102_G287_B	 STR
G72	 STR
G502	 STR
G511_G512_B	 STR
G508	 STR
G481_G478_A	 STF
G549	 STR
G82_G581_A	 STF
G76_G580_B	 STR
G104_G294_B	 STF
G348_G349_B	 STF
G79_G578_A	 STF
G59_G350_A	 STR
G512	 STR
G364	 STF
G105_G295_B	 STF
G456_G646_A	 STF
G579	 STF
G646	 STR
G561_G582_A	 STF
G553_G549_A	 STR
G172_G173_A	 STF
G72_G519_A	 STR
G641	 STF
G80_G579_A	 STF
G47_G300_D	 STF
G72_G496_A	 STR
G614	 STF
G84_G603_B	 STR
G85_G602_A	 STF
G80_G561_B	 STR
G77_G586_B	 STF
G334	 STR
G585	 STR
G179	 STR
G49_G300_B	 STF
G584	 STR
G48_G300_C	 STF
G524_G456_B	 STF
G505	 STR
G634	 STF
G645_G646_B	 STR
G301_G334_A	 STR
G78_G582_B	 STR
G503	 STF
G76_G98_A	 STR
G62_G349_A	 STF
G44_G293_A	 STR
G524_G593_B	 STR
G76_G585_B	 STR
G414_G345_A	 STF
G543	 STF
G511_G505_B	 STF
G347	 STF
G75_G579_B	 STR
G583	 STR
G90_G654_A	 STF
G632	 STF
G81_G585_A	 STR
G103_G288_B	 STR
G643	 STF
G102_G292_B	 STF
G80_G584_A	 STR
G645_G624_B	 STR
G497	 STR
G511_G508_B	 STR
G77_G581_B	 STR
G75_G584_B	 STF
G581	 STF
G631	 STF
========================================================================


G104_G294_B	 STF
G631	 STF
G73_G520_A	 STR
G78_G582_B	 STR
G349	 STF
G524_G456_B	 STF
G502	 STR
G351	 STF
G47_G300_D	 STF
G72_G519_A	 STR
G72	 STR
G80_G561_B	 STR
G203_G225_B	 STF
G76_G580_B	 STR
G541	 STR
G62_G349_A	 STF
G632	 STF
G46_G285_A	 STR
G456_G646_A	 STF
G301_G334_A	 STR
G584	 STR
G542	 STR
G90_G654_A	 STF
G645_G646_B	 STR
G553_G549_A	 STR
G646	 STR
G511_G512_B	 STR
G493	 STR
G105_G295_B	 STF
G79_G578_A	 STF
G414_G345_A	 STF
G81_G585_A	 STR
G543	 STF
G334	 STR
G581	 STR
G77_G586_B	 STF
G579	 STF
G645_G633_B	 STR
G74_G583_B	 STR
G503	 STF
G85_G602_A	 STF
G561_G582_A	 STF
G634	 STF
G76_G98_A	 STR
G84_G603_B	 STR
G102_G287_B	 STR
G354	 STR
G491	 STF
G102_G292_B	 STF
G80_G584_A	 STR
G549	 STR
G643	 STF
G59_G350_A	 STR
G364	 STF
G72_G496_A	 STR
G449	 STR
G511_G505_B	 STR
G481_G478_A	 STF
G179	 STR
G552_G543_A	 STR
G77_G581_B	 STR
G44_G293_A	 STR
G348_G349_B	 STF
G347	 STF
G512	 STR
G645_G624_B	 STR
G505	 STF
G49_G300_B	 STF
G614	 STR
G511_G508_B	 STR
G629	 STF
G645_G627_B	 STR
G585	 STR
G508	 STR
G76_G585_B	 STF
G82_G581_A	 STF
G524_G604_B	 STF
G75_G584_B	 STF
G497	 STR
G48_G300_C	 STF
G80_G579_A	 STF
G75_G579_B	 STR
G641	 STF
G70_G474_B	 STR
========================================================================


G543	 STF
G301_G334_A	 STR
G105_G295_B	 STF
G645_G633_B	 STR
G491	 STF
G631	 STF
G646	 STR
G349	 STF
G72_G496_A	 STR
G351	 STF
G585	 STR
G334	 STR
G581	 STR
G62_G349_A	 STF
G641	 STF
G75_G579_B	 STR
G46_G285_A	 STR
G497	 STR
G645_G646_B	 STR
G70_G474_B	 STR
G102_G292_B	 STF
G632	 STF
G72_G519_A	 STR
G552_G543_A	 STR
G456_G646_A	 STR
G634	 STF
G542	 STR
G645_G624_B	 STR
G90_G654_A	 STF
G84_G603_B	 STR
G645_G627_B	 STR
G541	 STR
G354	 STR
G549	 STR
G614	 STR
G629	 STF
G44_G293_A	 STR
G85_G602_A	 STR
G73_G520_A	 STR
G643	 STF
G102_G287_B	 STR
G511_G505_B	 STR
G511_G512_B	 STR
G511_G508_B	 STF
G75_G584_B	 STR
G72	 STR
G81_G585_A	 STR
G347	 STF
G503	 STF
G524_G604_B	 STF
G414_G345_A	 STF
G103_G288_B	 STR
G59_G350_A	 STR
